date,year,time_window,sector,energy_type,value_trillion_btu
2022-01-01,2022,2008-2025,commercial,biomass,14.938
2022-02-01,2022,2008-2025,electric power,biomass,31.78
2022-02-01,2022,2008-2025,transportation,biomass,111.139
2022-02-01,2022,2008-2025,residential,biomass,34.483
2022-02-01,2022,2008-2025,industrial,biomass,188.34
2022-02-01,2022,2008-2025,commercial,biomass,13.75
2022-03-01,2022,2008-2025,electric power,biomass,32.239
2022-03-01,2022,2008-2025,transportation,biomass,132.722
2022-03-01,2022,2008-2025,residential,biomass,38.177
2022-03-01,2022,2008-2025,industrial,biomass,204.698
2022-03-01,2022,2008-2025,commercial,biomass,14.949
2022-04-01,2022,2008-2025,industrial,biomass,196.59
2022-04-01,2022,2008-2025,transportation,biomass,127.089
2022-04-01,2022,2008-2025,electric power,biomass,28.229
2022-04-01,2022,2008-2025,commercial,biomass,14.526
2022-04-01,2022,2008-2025,residential,biomass,36.946
2022-05-01,2022,2008-2025,industrial,biomass,205.692
2022-05-01,2022,2008-2025,residential,biomass,38.177
2022-05-01,2022,2008-2025,electric power,biomass,29.436
2022-05-01,2022,2008-2025,transportation,biomass,134.022
2022-05-01,2022,2008-2025,commercial,biomass,15.24
2022-06-01,2022,2008-2025,transportation,biomass,139.168
2022-06-01,2022,2008-2025,electric power,biomass,31.339
2022-06-01,2022,2008-2025,commercial,biomass,15.288
2022-06-01,2022,2008-2025,industrial,biomass,201.538
2022-06-01,2022,2008-2025,residential,biomass,36.946
2022-07-01,2022,2008-2025,transportation,biomass,131.622
2022-07-01,2022,2008-2025,electric power,biomass,33.516
2022-07-01,2022,2008-2025,commercial,biomass,15.471
2022-07-01,2022,2008-2025,industrial,biomass,206.536
2022-07-01,2022,2008-2025,residential,biomass,38.177
2022-08-01,2022,2008-2025,commercial,biomass,15.628
2022-08-01,2022,2008-2025,industrial,biomass,203.348
2022-08-01,2022,2008-2025,residential,biomass,38.177
2022-08-01,2022,2008-2025,electric power,biomass,33.19
2022-08-01,2022,2008-2025,transportation,biomass,140.991
2022-09-01,2022,2008-2025,residential,biomass,36.946
2022-09-01,2022,2008-2025,electric power,biomass,30.366
2022-09-01,2022,2008-2025,commercial,biomass,14.669
2022-09-01,2022,2008-2025,transportation,biomass,128.061
2022-09-01,2022,2008-2025,industrial,biomass,186.854
2022-10-01,2022,2008-2025,commercial,biomass,15.154
2022-10-01,2022,2008-2025,electric power,biomass,28.804
2022-10-01,2022,2008-2025,transportation,biomass,141.656
2022-10-01,2022,2008-2025,industrial,biomass,199.442
2022-10-01,2022,2008-2025,residential,biomass,38.177
2022-11-01,2022,2008-2025,residential,biomass,36.946
2022-11-01,2022,2008-2025,electric power,biomass,29.622
2022-11-01,2022,2008-2025,commercial,biomass,15.002
2022-11-01,2022,2008-2025,transportation,biomass,134.622
2022-11-01,2022,2008-2025,industrial,biomass,200.654
2022-12-01,2022,2008-2025,electric power,biomass,31.952
2022-12-01,2022,2008-2025,residential,biomass,38.177
2022-12-01,2022,2008-2025,transportation,biomass,134.306
2022-12-01,2022,2008-2025,commercial,biomass,14.927
2022-12-01,2022,2008-2025,industrial,biomass,200.451
2023-01-01,2023,2008-2025,transportation,biomass,135.708
2023-01-01,2023,2008-2025,industrial,biomass,203.526
2023-01-01,2023,2008-2025,residential,biomass,32.455
2023-01-01,2023,2008-2025,commercial,biomass,14.446
2023-01-01,2023,2008-2025,electric power,biomass,31.715
2023-02-01,2023,2008-2025,residential,biomass,29.314
2023-02-01,2023,2008-2025,transportation,biomass,124.313
2023-02-01,2023,2008-2025,commercial,biomass,12.948
2023-02-01,2023,2008-2025,industrial,biomass,181.156
2023-02-01,2023,2008-2025,electric power,biomass,28.255
2023-03-01,2023,2008-2025,industrial,biomass,198.507
2023-03-01,2023,2008-2025,commercial,biomass,14.249
2023-03-01,2023,2008-2025,residential,biomass,32.455
2023-03-01,2023,2008-2025,transportation,biomass,148.732
2023-03-01,2023,2008-2025,electric power,biomass,29.866
2023-04-01,2023,2008-2025,commercial,biomass,13.685
2023-04-01,2023,2008-2025,industrial,biomass,185.917
2023-04-01,2023,2008-2025,electric power,biomass,25.321
2023-04-01,2023,2008-2025,residential,biomass,31.408
2023-04-01,2023,2008-2025,transportation,biomass,138.63
2023-05-01,2023,2008-2025,electric power,biomass,28.462
2023-05-01,2023,2008-2025,commercial,biomass,14.468
2023-05-01,2023,2008-2025,residential,biomass,32.455
2023-05-01,2023,2008-2025,industrial,biomass,196.668
2023-05-01,2023,2008-2025,transportation,biomass,161.702
2023-06-01,2023,2008-2025,industrial,biomass,188.412
2023-06-01,2023,2008-2025,electric power,biomass,28.651
2023-06-01,2023,2008-2025,residential,biomass,31.408
2023-06-01,2023,2008-2025,transportation,biomass,158.183
2023-06-01,2023,2008-2025,commercial,biomass,14.474
2023-07-01,2023,2008-2025,transportation,biomass,149.264
2023-07-01,2023,2008-2025,residential,biomass,32.455
2023-07-01,2023,2008-2025,electric power,biomass,30.293
2023-07-01,2023,2008-2025,industrial,biomass,196.124
2023-07-01,2023,2008-2025,commercial,biomass,14.755
2023-08-01,2023,2008-2025,electric power,biomass,30.4
2023-08-01,2023,2008-2025,industrial,biomass,196.28
2023-08-01,2023,2008-2025,commercial,biomass,14.964
2023-08-01,2023,2008-2025,transportation,biomass,161.715
2023-08-01,2023,2008-2025,residential,biomass,32.455
2023-09-01,2023,2008-2025,transportation,biomass,151.574
2023-09-01,2023,2008-2025,residential,biomass,31.408
2023-09-01,2023,2008-2025,industrial,biomass,189.622
2023-09-01,2023,2008-2025,commercial,biomass,14.095
2023-09-01,2023,2008-2025,electric power,biomass,26.407
2023-10-01,2023,2008-2025,commercial,biomass,14.517
2023-10-01,2023,2008-2025,residential,biomass,32.455
2023-10-01,2023,2008-2025,industrial,biomass,194.55
2023-10-01,2023,2008-2025,transportation,biomass,159.375
2023-10-01,2023,2008-2025,electric power,biomass,26.071
2023-11-01,2023,2008-2025,electric power,biomass,26.964
2023-11-01,2023,2008-2025,transportation,biomass,145.746
2023-11-01,2023,2008-2025,commercial,biomass,14.299
2023-11-01,2023,2008-2025,residential,biomass,31.408
2023-11-01,2023,2008-2025,industrial,biomass,197.365
2023-12-01,2023,2008-2025,residential,biomass,32.455
2023-12-01,2023,2008-2025,commercial,biomass,14.97
2023-12-01,2023,2008-2025,transportation,biomass,157.159
2023-12-01,2023,2008-2025,industrial,biomass,205.43
2023-12-01,2023,2008-2025,electric power,biomass,29.908
2024-01-01,2024,2008-2025,industrial,biomass,196.507
2024-01-01,2024,2008-2025,residential,biomass,30.341
2024-01-01,2024,2008-2025,commercial,biomass,14.692
2024-01-01,2024,2008-2025,electric power,biomass,30.567
2024-01-01,2024,2008-2025,transportation,biomass,140.199
2024-02-01,2024,2008-2025,industrial,biomass,190.511
2024-02-01,2024,2008-2025,commercial,biomass,13.589
2024-02-01,2024,2008-2025,residential,biomass,28.383
2024-02-01,2024,2008-2025,transportation,biomass,150.938
2024-02-01,2024,2008-2025,electric power,biomass,27.232
2024-03-01,2024,2008-2025,commercial,biomass,14.23
2024-03-01,2024,2008-2025,transportation,biomass,154.96
2024-03-01,2024,2008-2025,residential,biomass,30.341
2024-03-01,2024,2008-2025,electric power,biomass,27.095
2024-03-01,2024,2008-2025,industrial,biomass,200.869
2024-04-01,2024,2008-2025,residential,biomass,29.362
2024-04-01,2024,2008-2025,industrial,biomass,189.733
2024-04-01,2024,2008-2025,electric power,biomass,23.615
2024-04-01,2024,2008-2025,commercial,biomass,13.651
2024-04-01,2024,2008-2025,transportation,biomass,152.652
2024-05-01,2024,2008-2025,residential,biomass,30.341
2024-05-01,2024,2008-2025,commercial,biomass,14.796
2024-05-01,2024,2008-2025,transportation,biomass,167.563
2024-05-01,2024,2008-2025,industrial,biomass,195.961
2024-05-01,2024,2008-2025,electric power,biomass,25.755
2024-06-01,2024,2008-2025,electric power,biomass,26.869
2024-06-01,2024,2008-2025,transportation,biomass,161.652
2024-06-01,2024,2008-2025,residential,biomass,29.362
2024-06-01,2024,2008-2025,industrial,biomass,191.313
2024-06-01,2024,2008-2025,commercial,biomass,14.185
2024-07-01,2024,2008-2025,electric power,biomass,28.159
2024-07-01,2024,2008-2025,commercial,biomass,14.895
2024-07-01,2024,2008-2025,residential,biomass,30.341
2024-07-01,2024,2008-2025,transportation,biomass,173.502
2024-07-01,2024,2008-2025,industrial,biomass,199.746
2024-08-01,2024,2008-2025,commercial,biomass,14.566
2024-08-01,2024,2008-2025,electric power,biomass,29.075
2024-08-01,2024,2008-2025,transportation,biomass,163.606
2024-08-01,2024,2008-2025,residential,biomass,30.341
2024-08-01,2024,2008-2025,industrial,biomass,200.497
2024-09-01,2024,2008-2025,transportation,biomass,157.611
2024-09-01,2024,2008-2025,industrial,biomass,192.514
2024-09-01,2024,2008-2025,commercial,biomass,13.916
2024-09-01,2024,2008-2025,residential,biomass,29.362
2024-09-01,2024,2008-2025,electric power,biomass,25.784
2024-10-01,2024,2008-2025,residential,biomass,30.341
2024-10-01,2024,2008-2025,transportation,biomass,167.129
2024-10-01,2024,2008-2025,electric power,biomass,22.749
2024-10-01,2024,2008-2025,industrial,biomass,194.336
2024-10-01,2024,2008-2025,commercial,biomass,14.404
2024-11-01,2024,2008-2025,transportation,biomass,157.747
2024-11-01,2024,2008-2025,residential,biomass,29.362
2024-11-01,2024,2008-2025,commercial,biomass,14.128
2024-11-01,2024,2008-2025,industrial,biomass,199.748
2024-11-01,2024,2008-2025,electric power,biomass,24.969
2024-12-01,2024,2008-2025,electric power,biomass,28.276
2024-12-01,2024,2008-2025,transportation,biomass,156.552
2024-12-01,2024,2008-2025,commercial,biomass,14.484
2024-12-01,2024,2008-2025,industrial,biomass,206.531
2024-12-01,2024,2008-2025,residential,biomass,30.341
2025-01-01,2025,2008-2025,transportation,biomass,132.609
2025-01-01,2025,2008-2025,electric power,biomass,28.563
2025-01-01,2025,2008-2025,commercial,biomass,14.277
2025-01-01,2025,2008-2025,industrial,biomass,199.167
2025-01-01,2025,2008-2025,residential,biomass,31.061
2025-02-01,2025,2008-2025,residential,biomass,28.055
2025-02-01,2025,2008-2025,commercial,biomass,12.979
2025-02-01,2025,2008-2025,transportation,biomass,129.947
2025-02-01,2025,2008-2025,electric power,biomass,25.482
2025-02-01,2025,2008-2025,industrial,biomass,179.714
2025-03-01,2025,2008-2025,commercial,biomass,14.19
2025-03-01,2025,2008-2025,residential,biomass,31.061
2025-03-01,2025,2008-2025,transportation,biomass,139.776
2025-03-01,2025,2008-2025,electric power,biomass,27.009
2025-03-01,2025,2008-2025,industrial,biomass,197.351
2025-04-01,2025,2008-2025,electric power,biomass,22.029
2025-04-01,2025,2008-2025,transportation,biomass,141.719
2025-04-01,2025,2008-2025,industrial,biomass,185.087
2025-04-01,2025,2008-2025,residential,biomass,30.059
2025-04-01,2025,2008-2025,commercial,biomass,13.697
2025-05-01,2025,2008-2025,transportation,biomass,139.049
2025-05-01,2025,2008-2025,electric power,biomass,24.946
2025-05-01,2025,2008-2025,residential,biomass,31.061
2025-05-01,2025,2008-2025,commercial,biomass,13.532
2025-05-01,2025,2008-2025,industrial,biomass,191.897
2025-06-01,2025,2008-2025,electric power,biomass,27.36
2025-06-01,2025,2008-2025,residential,biomass,30.059
2025-06-01,2025,2008-2025,transportation,biomass,135.626
2025-06-01,2025,2008-2025,commercial,biomass,14.046
2025-06-01,2025,2008-2025,industrial,biomass,189.865
2025-07-01,2025,2008-2025,commercial,biomass,14.344
2025-07-01,2025,2008-2025,residential,biomass,31.061
2025-07-01,2025,2008-2025,industrial,biomass,198.41
2025-07-01,2025,2008-2025,transportation,biomass,143.781
2025-07-01,2025,2008-2025,electric power,biomass,28.129
2025-08-01,2025,2008-2025,electric power,biomass,27.678
2025-08-01,2025,2008-2025,residential,biomass,31.061
2025-08-01,2025,2008-2025,transportation,biomass,141.925
2025-08-01,2025,2008-2025,industrial,biomass,197.714
2025-08-01,2025,2008-2025,commercial,biomass,14.208
2025-09-01,2025,2008-2025,electric power,biomass,27.353
2025-09-01,2025,2008-2025,transportation,biomass,139.197
2025-09-01,2025,2008-2025,commercial,biomass,13.853
2025-09-01,2025,2008-2025,industrial,biomass,189.079
2025-09-01,2025,2008-2025,residential,biomass,30.059
2025-10-01,2025,2008-2025,electric power,biomass,24.614
2025-10-01,2025,2008-2025,transportation,biomass,148.964
2025-10-01,2025,2008-2025,industrial,biomass,196.75
2025-10-01,2025,2008-2025,residential,biomass,31.061
2025-10-01,2025,2008-2025,commercial,biomass,14.046
2025-11-01,2025,2008-2025,transportation,biomass,136.614
2025-11-01,2025,2008-2025,residential,biomass,30.059
2025-11-01,2025,2008-2025,electric power,biomass,26.119
2025-11-01,2025,2008-2025,commercial,biomass,13.743
2025-11-01,2025,2008-2025,industrial,biomass,192.695
2025-12-01,2025,2008-2025,industrial,biomass,192.521
2025-12-01,2025,2008-2025,transportation,biomass,139.019
2025-12-01,2025,2008-2025,electric power,biomass,26.298
2025-12-01,2025,2008-2025,residential,biomass,30.423
2025-12-01,2025,2008-2025,commercial,biomass,13.901
1973-01-01,1973,1973-1989,electric power,conventional_hydroelectric,88.522
1973-02-01,1973,1973-1989,electric power,conventional_hydroelectric,78.582
1973-03-01,1973,1973-1989,electric power,conventional_hydroelectric,87.22
1973-04-01,1973,1973-1989,electric power,conventional_hydroelectric,82.136
1973-05-01,1973,1973-1989,electric power,conventional_hydroelectric,84.594
1973-06-01,1973,1973-1989,electric power,conventional_hydroelectric,81.042
1973-07-01,1973,1973-1989,electric power,conventional_hydroelectric,76.493
1973-08-01,1973,1973-1989,electric power,conventional_hydroelectric,72.06
1973-09-01,1973,1973-1989,electric power,conventional_hydroelectric,58.265
1973-10-01,1973,1973-1989,electric power,conventional_hydroelectric,62.134
1973-11-01,1973,1973-1989,electric power,conventional_hydroelectric,68.186
1973-12-01,1973,1973-1989,electric power,conventional_hydroelectric,89.113
1974-01-01,1974,1973-1989,electric power,conventional_hydroelectric,98.474
1974-02-01,1974,1973-1989,electric power,conventional_hydroelectric,90.539
1974-03-01,1974,1973-1989,electric power,conventional_hydroelectric,93.946
1974-04-01,1974,1973-1989,electric power,conventional_hydroelectric,94.977
1974-05-01,1974,1973-1989,electric power,conventional_hydroelectric,95.314
1974-06-01,1974,1973-1989,electric power,conventional_hydroelectric,90.766
1974-07-01,1974,1973-1989,electric power,conventional_hydroelectric,89.566
1974-08-01,1974,1973-1989,electric power,conventional_hydroelectric,81.907
1974-09-01,1974,1973-1989,electric power,conventional_hydroelectric,72.829
1974-10-01,1974,1973-1989,electric power,conventional_hydroelectric,68.189
1974-11-01,1974,1973-1989,electric power,conventional_hydroelectric,72
1974-12-01,1974,1973-1989,electric power,conventional_hydroelectric,78.613
1975-01-01,1975,1973-1989,electric power,conventional_hydroelectric,85.339
1975-02-01,1975,1973-1989,electric power,conventional_hydroelectric,81.498
1975-03-01,1975,1973-1989,electric power,conventional_hydroelectric,95.434
1975-04-01,1975,1973-1989,electric power,conventional_hydroelectric,90.842
1975-05-01,1975,1973-1989,electric power,conventional_hydroelectric,94.558
1975-06-01,1975,1973-1989,electric power,conventional_hydroelectric,92.611
1975-07-01,1975,1973-1989,electric power,conventional_hydroelectric,87.08
1975-08-01,1975,1973-1989,electric power,conventional_hydroelectric,77.153
1975-09-01,1975,1973-1989,electric power,conventional_hydroelectric,70.012
1975-10-01,1975,1973-1989,electric power,conventional_hydroelectric,77.244
1975-11-01,1975,1973-1989,electric power,conventional_hydroelectric,83.352
1975-12-01,1975,1973-1989,electric power,conventional_hydroelectric,88.635
1976-01-01,1976,1973-1989,electric power,conventional_hydroelectric,88.95
1976-02-01,1976,1973-1989,electric power,conventional_hydroelectric,83.664
1976-03-01,1976,1973-1989,electric power,conventional_hydroelectric,90.632
1976-04-01,1976,1973-1989,electric power,conventional_hydroelectric,82.355
1976-05-01,1976,1973-1989,electric power,conventional_hydroelectric,87.061
1976-06-01,1976,1973-1989,electric power,conventional_hydroelectric,87.22
1976-07-01,1976,1973-1989,electric power,conventional_hydroelectric,88.93
1976-08-01,1976,1973-1989,electric power,conventional_hydroelectric,81.351
1976-09-01,1976,1973-1989,electric power,conventional_hydroelectric,69.496
1976-10-01,1976,1973-1989,electric power,conventional_hydroelectric,71.792
1976-11-01,1976,1973-1989,electric power,conventional_hydroelectric,67.571
1976-12-01,1976,1973-1989,electric power,conventional_hydroelectric,68.988
1977-01-01,1977,1973-1989,electric power,conventional_hydroelectric,70.63
1977-02-01,1977,1973-1989,electric power,conventional_hydroelectric,51.691
1977-03-01,1977,1973-1989,electric power,conventional_hydroelectric,67.56
1977-04-01,1977,1973-1989,electric power,conventional_hydroelectric,63.607
1977-05-01,1977,1973-1989,electric power,conventional_hydroelectric,63.726
1977-06-01,1977,1973-1989,electric power,conventional_hydroelectric,58.776
1977-07-01,1977,1973-1989,electric power,conventional_hydroelectric,57.317
1977-08-01,1977,1973-1989,electric power,conventional_hydroelectric,57.022
1977-09-01,1977,1973-1989,electric power,conventional_hydroelectric,56.041
1977-10-01,1977,1973-1989,electric power,conventional_hydroelectric,58.649
