date,year,time_window,sector,energy_type,value_trillion_btu
2008-01-01,2008,2008-2025,electric power,geothermal,4.125
2008-01-01,2008,2008-2025,residential,geothermal,2.236
2008-01-01,2008,2008-2025,commercial,geothermal,1.254
2008-01-01,2008,2008-2025,industrial,geothermal,0.423
2008-02-01,2008,2008-2025,electric power,geothermal,3.708
2008-02-01,2008,2008-2025,residential,geothermal,2.092
2008-02-01,2008,2008-2025,commercial,geothermal,1.173
2008-02-01,2008,2008-2025,industrial,geothermal,0.396
2008-03-01,2008,2008-2025,residential,geothermal,2.236
2008-03-01,2008,2008-2025,industrial,geothermal,0.423
2008-03-01,2008,2008-2025,electric power,geothermal,4.268
2008-03-01,2008,2008-2025,commercial,geothermal,1.254
2008-04-01,2008,2008-2025,residential,geothermal,2.164
2008-04-01,2008,2008-2025,commercial,geothermal,1.213
2008-04-01,2008,2008-2025,electric power,geothermal,4.156
2008-04-01,2008,2008-2025,industrial,geothermal,0.41
2008-05-01,2008,2008-2025,commercial,geothermal,1.254
2008-05-01,2008,2008-2025,electric power,geothermal,4.295
2008-05-01,2008,2008-2025,industrial,geothermal,0.423
2008-05-01,2008,2008-2025,residential,geothermal,2.236
2008-06-01,2008,2008-2025,industrial,geothermal,0.41
2008-06-01,2008,2008-2025,electric power,geothermal,4.3
2008-06-01,2008,2008-2025,residential,geothermal,2.164
2008-06-01,2008,2008-2025,commercial,geothermal,1.213
2008-07-01,2008,2008-2025,commercial,geothermal,1.254
2008-07-01,2008,2008-2025,industrial,geothermal,0.423
2008-07-01,2008,2008-2025,electric power,geothermal,4.363
2008-07-01,2008,2008-2025,residential,geothermal,2.236
2008-08-01,2008,2008-2025,industrial,geothermal,0.423
2008-08-01,2008,2008-2025,electric power,geothermal,4.343
2008-08-01,2008,2008-2025,residential,geothermal,2.236
2008-08-01,2008,2008-2025,commercial,geothermal,1.254
2008-09-01,2008,2008-2025,commercial,geothermal,1.213
2008-09-01,2008,2008-2025,industrial,geothermal,0.41
2008-09-01,2008,2008-2025,electric power,geothermal,4.209
2008-09-01,2008,2008-2025,residential,geothermal,2.164
2008-10-01,2008,2008-2025,industrial,geothermal,0.423
2008-10-01,2008,2008-2025,electric power,geothermal,4.357
2008-10-01,2008,2008-2025,residential,geothermal,2.236
2008-10-01,2008,2008-2025,commercial,geothermal,1.254
2008-11-01,2008,2008-2025,industrial,geothermal,0.41
2008-11-01,2008,2008-2025,electric power,geothermal,4.208
2008-11-01,2008,2008-2025,residential,geothermal,2.164
2008-11-01,2008,2008-2025,commercial,geothermal,1.213
2008-12-01,2008,2008-2025,electric power,geothermal,4.303
2008-12-01,2008,2008-2025,residential,geothermal,2.236
2008-12-01,2008,2008-2025,industrial,geothermal,0.423
2008-12-01,2008,2008-2025,commercial,geothermal,1.254
2009-01-01,2009,2008-2025,commercial,geothermal,1.418
2009-01-01,2009,2008-2025,electric power,geothermal,4.397
2009-01-01,2009,2008-2025,residential,geothermal,2.786
2009-01-01,2009,2008-2025,industrial,geothermal,0.357
2009-02-01,2009,2008-2025,residential,geothermal,2.516
2009-02-01,2009,2008-2025,commercial,geothermal,1.281
2009-02-01,2009,2008-2025,electric power,geothermal,3.984
2009-02-01,2009,2008-2025,industrial,geothermal,0.322
2009-03-01,2009,2008-2025,industrial,geothermal,0.357
2009-03-01,2009,2008-2025,residential,geothermal,2.786
2009-03-01,2009,2008-2025,commercial,geothermal,1.418
2009-03-01,2009,2008-2025,electric power,geothermal,4.437
2009-04-01,2009,2008-2025,residential,geothermal,2.696
2009-04-01,2009,2008-2025,commercial,geothermal,1.373
2009-04-01,2009,2008-2025,industrial,geothermal,0.345
2009-04-01,2009,2008-2025,electric power,geothermal,4.17
2009-05-01,2009,2008-2025,industrial,geothermal,0.357
2009-05-01,2009,2008-2025,residential,geothermal,2.786
2009-05-01,2009,2008-2025,commercial,geothermal,1.418
2009-05-01,2009,2008-2025,electric power,geothermal,4.214
2009-06-01,2009,2008-2025,residential,geothermal,2.696
2009-06-01,2009,2008-2025,industrial,geothermal,0.345
2009-06-01,2009,2008-2025,electric power,geothermal,4.124
2009-06-01,2009,2008-2025,commercial,geothermal,1.373
2009-07-01,2009,2008-2025,electric power,geothermal,4.283
2009-07-01,2009,2008-2025,commercial,geothermal,1.418
2009-07-01,2009,2008-2025,industrial,geothermal,0.357
2009-07-01,2009,2008-2025,residential,geothermal,2.786
2009-08-01,2009,2008-2025,commercial,geothermal,1.418
2009-08-01,2009,2008-2025,industrial,geothermal,0.357
2009-08-01,2009,2008-2025,electric power,geothermal,4.269
2009-08-01,2009,2008-2025,residential,geothermal,2.786
2009-09-01,2009,2008-2025,residential,geothermal,2.696
2009-09-01,2009,2008-2025,commercial,geothermal,1.373
2009-09-01,2009,2008-2025,electric power,geothermal,4.152
2009-09-01,2009,2008-2025,industrial,geothermal,0.345
2009-10-01,2009,2008-2025,industrial,geothermal,0.357
2009-10-01,2009,2008-2025,commercial,geothermal,1.418
2009-10-01,2009,2008-2025,electric power,geothermal,4.166
2009-10-01,2009,2008-2025,residential,geothermal,2.786
2009-11-01,2009,2008-2025,electric power,geothermal,4.344
2009-11-01,2009,2008-2025,industrial,geothermal,0.345
2009-11-01,2009,2008-2025,residential,geothermal,2.696
2009-11-01,2009,2008-2025,commercial,geothermal,1.373
2009-12-01,2009,2008-2025,commercial,geothermal,1.418
2009-12-01,2009,2008-2025,residential,geothermal,2.786
2009-12-01,2009,2008-2025,industrial,geothermal,0.357
2009-12-01,2009,2008-2025,electric power,geothermal,4.667
2010-01-01,2010,2008-2025,residential,geothermal,3.125
2010-01-01,2010,2008-2025,electric power,geothermal,4.476
2010-01-01,2010,2008-2025,industrial,geothermal,0.357
2010-01-01,2010,2008-2025,commercial,geothermal,1.571
2010-02-01,2010,2008-2025,residential,geothermal,2.823
2010-02-01,2010,2008-2025,industrial,geothermal,0.322
2010-02-01,2010,2008-2025,electric power,geothermal,3.955
2010-02-01,2010,2008-2025,commercial,geothermal,1.419
2010-03-01,2010,2008-2025,residential,geothermal,3.125
2010-03-01,2010,2008-2025,industrial,geothermal,0.357
2010-03-01,2010,2008-2025,electric power,geothermal,4.458
2010-03-01,2010,2008-2025,commercial,geothermal,1.571
2010-04-01,2010,2008-2025,industrial,geothermal,0.345
2010-04-01,2010,2008-2025,electric power,geothermal,4.232
2010-04-01,2010,2008-2025,commercial,geothermal,1.521
2010-04-01,2010,2008-2025,residential,geothermal,3.025
2010-05-01,2010,2008-2025,electric power,geothermal,4.472
2010-05-01,2010,2008-2025,industrial,geothermal,0.357
2010-05-01,2010,2008-2025,residential,geothermal,3.125
2010-05-01,2010,2008-2025,commercial,geothermal,1.571
2010-06-01,2010,2008-2025,commercial,geothermal,1.521
2010-06-01,2010,2008-2025,industrial,geothermal,0.345
2010-06-01,2010,2008-2025,residential,geothermal,3.025
2010-06-01,2010,2008-2025,electric power,geothermal,4.312
2010-07-01,2010,2008-2025,industrial,geothermal,0.357
2010-07-01,2010,2008-2025,residential,geothermal,3.125
2010-07-01,2010,2008-2025,electric power,geothermal,4.346
2010-07-01,2010,2008-2025,commercial,geothermal,1.571
2010-08-01,2010,2008-2025,residential,geothermal,3.125
2010-08-01,2010,2008-2025,commercial,geothermal,1.571
2010-08-01,2010,2008-2025,electric power,geothermal,4.425
2010-08-01,2010,2008-2025,industrial,geothermal,0.357
2010-09-01,2010,2008-2025,residential,geothermal,3.025
2010-09-01,2010,2008-2025,commercial,geothermal,1.521
2010-09-01,2010,2008-2025,industrial,geothermal,0.345
2010-09-01,2010,2008-2025,electric power,geothermal,4.274
2010-10-01,2010,2008-2025,commercial,geothermal,1.571
2010-10-01,2010,2008-2025,residential,geothermal,3.125
2010-10-01,2010,2008-2025,industrial,geothermal,0.357
2010-10-01,2010,2008-2025,electric power,geothermal,4.169
2010-11-01,2010,2008-2025,industrial,geothermal,0.345
2010-11-01,2010,2008-2025,commercial,geothermal,1.521
2010-11-01,2010,2008-2025,electric power,geothermal,4.273
2010-11-01,2010,2008-2025,residential,geothermal,3.025
2010-12-01,2010,2008-2025,industrial,geothermal,0.357
2010-12-01,2010,2008-2025,commercial,geothermal,1.571
2010-12-01,2010,2008-2025,residential,geothermal,3.125
2010-12-01,2010,2008-2025,electric power,geothermal,4.537
2011-01-01,2011,2008-2025,industrial,geothermal,0.357
2011-01-01,2011,2008-2025,electric power,geothermal,4.596
2011-01-01,2011,2008-2025,commercial,geothermal,1.673
2011-01-01,2011,2008-2025,residential,geothermal,3.363
2011-02-01,2011,2008-2025,electric power,geothermal,4.146
2011-02-01,2011,2008-2025,industrial,geothermal,0.322
2011-02-01,2011,2008-2025,commercial,geothermal,1.511
2011-02-01,2011,2008-2025,residential,geothermal,3.038
2011-03-01,2011,2008-2025,residential,geothermal,3.363
2011-03-01,2011,2008-2025,commercial,geothermal,1.673
2011-03-01,2011,2008-2025,industrial,geothermal,0.357
2011-03-01,2011,2008-2025,electric power,geothermal,4.563
2011-04-01,2011,2008-2025,commercial,geothermal,1.619
2011-04-01,2011,2008-2025,residential,geothermal,3.255
2011-04-01,2011,2008-2025,industrial,geothermal,0.345
2011-04-01,2011,2008-2025,electric power,geothermal,4.228
2011-05-01,2011,2008-2025,industrial,geothermal,0.357
2011-05-01,2011,2008-2025,commercial,geothermal,1.673
2011-05-01,2011,2008-2025,electric power,geothermal,4.495
2011-05-01,2011,2008-2025,residential,geothermal,3.363
2011-06-01,2011,2008-2025,commercial,geothermal,1.619
2011-06-01,2011,2008-2025,electric power,geothermal,4.144
2011-06-01,2011,2008-2025,residential,geothermal,3.255
2011-06-01,2011,2008-2025,industrial,geothermal,0.345
2011-07-01,2011,2008-2025,commercial,geothermal,1.673
2011-07-01,2011,2008-2025,electric power,geothermal,4.33
2011-07-01,2011,2008-2025,residential,geothermal,3.363
2011-07-01,2011,2008-2025,industrial,geothermal,0.357
2011-08-01,2011,2008-2025,residential,geothermal,3.363
2011-08-01,2011,2008-2025,electric power,geothermal,4.349
2011-08-01,2011,2008-2025,industrial,geothermal,0.357
2011-08-01,2011,2008-2025,commercial,geothermal,1.673
2011-09-01,2011,2008-2025,industrial,geothermal,0.345
2011-09-01,2011,2008-2025,residential,geothermal,3.255
2011-09-01,2011,2008-2025,commercial,geothermal,1.619
2011-09-01,2011,2008-2025,electric power,geothermal,4.182
2011-10-01,2011,2008-2025,electric power,geothermal,4.37
2011-10-01,2011,2008-2025,residential,geothermal,3.363
2011-10-01,2011,2008-2025,commercial,geothermal,1.673
2011-10-01,2011,2008-2025,industrial,geothermal,0.357
2011-11-01,2011,2008-2025,residential,geothermal,3.255
2011-11-01,2011,2008-2025,industrial,geothermal,0.345
2011-11-01,2011,2008-2025,electric power,geothermal,4.337
2011-11-01,2011,2008-2025,commercial,geothermal,1.619
2011-12-01,2011,2008-2025,commercial,geothermal,1.673
2011-12-01,2011,2008-2025,industrial,geothermal,0.357
2011-12-01,2011,2008-2025,residential,geothermal,3.363
2011-12-01,2011,2008-2025,electric power,geothermal,4.519
2012-01-01,2012,2008-2025,commercial,geothermal,1.669
2012-01-01,2012,2008-2025,residential,geothermal,3.354
2012-01-01,2012,2008-2025,industrial,geothermal,0.356
2012-01-01,2012,2008-2025,electric power,geothermal,4.31
2012-02-01,2012,2008-2025,industrial,geothermal,0.333
2012-02-01,2012,2008-2025,residential,geothermal,3.138
2012-02-01,2012,2008-2025,electric power,geothermal,4.072
2012-02-01,2012,2008-2025,commercial,geothermal,1.561
2012-03-01,2012,2008-2025,commercial,geothermal,1.669
2012-03-01,2012,2008-2025,electric power,geothermal,4.385
2012-03-01,2012,2008-2025,industrial,geothermal,0.356
2012-03-01,2012,2008-2025,residential,geothermal,3.354
2012-04-01,2012,2008-2025,residential,geothermal,3.246
2012-04-01,2012,2008-2025,electric power,geothermal,4.259
2012-04-01,2012,2008-2025,commercial,geothermal,1.615
2012-04-01,2012,2008-2025,industrial,geothermal,0.344
2012-05-01,2012,2008-2025,residential,geothermal,3.354
2012-05-01,2012,2008-2025,industrial,geothermal,0.356
2012-05-01,2012,2008-2025,commercial,geothermal,1.669
2012-05-01,2012,2008-2025,electric power,geothermal,4.449
2012-06-01,2012,2008-2025,commercial,geothermal,1.615
2012-06-01,2012,2008-2025,electric power,geothermal,4.359
2012-06-01,2012,2008-2025,industrial,geothermal,0.344
2012-06-01,2012,2008-2025,residential,geothermal,3.246
2012-07-01,2012,2008-2025,electric power,geothermal,4.506
2012-07-01,2012,2008-2025,industrial,geothermal,0.356
2012-07-01,2012,2008-2025,commercial,geothermal,1.669
2012-07-01,2012,2008-2025,residential,geothermal,3.354
2012-08-01,2012,2008-2025,commercial,geothermal,1.669
2012-08-01,2012,2008-2025,residential,geothermal,3.354
2012-08-01,2012,2008-2025,industrial,geothermal,0.356
2012-08-01,2012,2008-2025,electric power,geothermal,4.449
2012-09-01,2012,2008-2025,industrial,geothermal,0.344
2012-09-01,2012,2008-2025,residential,geothermal,3.246
2012-09-01,2012,2008-2025,electric power,geothermal,4.436
2012-09-01,2012,2008-2025,commercial,geothermal,1.615
2012-10-01,2012,2008-2025,electric power,geothermal,4.535
2012-10-01,2012,2008-2025,residential,geothermal,3.354
2012-10-01,2012,2008-2025,industrial,geothermal,0.356
2012-10-01,2012,2008-2025,commercial,geothermal,1.669
2012-11-01,2012,2008-2025,commercial,geothermal,1.615
2012-11-01,2012,2008-2025,residential,geothermal,3.246
2012-11-01,2012,2008-2025,electric power,geothermal,4.596
2012-11-01,2012,2008-2025,industrial,geothermal,0.344
2012-12-01,2012,2008-2025,commercial,geothermal,1.669
2012-12-01,2012,2008-2025,electric power,geothermal,4.744
2012-12-01,2012,2008-2025,industrial,geothermal,0.356
2012-12-01,2012,2008-2025,residential,geothermal,3.354
2013-01-01,2013,2008-2025,industrial,geothermal,0.357
2013-01-01,2013,2008-2025,commercial,geothermal,1.673
2013-01-01,2013,2008-2025,residential,geothermal,3.363
2013-01-01,2013,2008-2025,electric power,geothermal,4.715
2013-02-01,2013,2008-2025,electric power,geothermal,4.218
2013-02-01,2013,2008-2025,commercial,geothermal,1.511
2013-02-01,2013,2008-2025,residential,geothermal,3.038
2013-02-01,2013,2008-2025,industrial,geothermal,0.322
2013-03-01,2013,2008-2025,residential,geothermal,3.363
2013-03-01,2013,2008-2025,industrial,geothermal,0.357
2013-03-01,2013,2008-2025,electric power,geothermal,4.702
2013-03-01,2013,2008-2025,commercial,geothermal,1.673
2013-04-01,2013,2008-2025,commercial,geothermal,1.619
2013-04-01,2013,2008-2025,residential,geothermal,3.255
2013-04-01,2013,2008-2025,industrial,geothermal,0.345
2013-04-01,2013,2008-2025,electric power,geothermal,4.347
2013-05-01,2013,2008-2025,commercial,geothermal,1.673
2013-05-01,2013,2008-2025,electric power,geothermal,4.462
2013-05-01,2013,2008-2025,industrial,geothermal,0.357
2013-05-01,2013,2008-2025,residential,geothermal,3.363
2013-06-01,2013,2008-2025,commercial,geothermal,1.619
2013-06-01,2013,2008-2025,electric power,geothermal,4.361
2013-06-01,2013,2008-2025,industrial,geothermal,0.345
2013-06-01,2013,2008-2025,residential,geothermal,3.255
2013-07-01,2013,2008-2025,industrial,geothermal,0.357
2013-07-01,2013,2008-2025,residential,geothermal,3.363
2013-07-01,2013,2008-2025,electric power,geothermal,4.561
2013-07-01,2013,2008-2025,commercial,geothermal,1.673
2013-08-01,2013,2008-2025,industrial,geothermal,0.357
2013-08-01,2013,2008-2025,electric power,geothermal,4.512
2013-08-01,2013,2008-2025,commercial,geothermal,1.673
2013-08-01,2013,2008-2025,residential,geothermal,3.363
2013-09-01,2013,2008-2025,electric power,geothermal,4.433
2013-09-01,2013,2008-2025,commercial,geothermal,1.619
2013-09-01,2013,2008-2025,industrial,geothermal,0.345
2013-09-01,2013,2008-2025,residential,geothermal,3.255
2013-10-01,2013,2008-2025,industrial,geothermal,0.357
2013-10-01,2013,2008-2025,electric power,geothermal,4.652
2013-10-01,2013,2008-2025,residential,geothermal,3.363
2013-10-01,2013,2008-2025,commercial,geothermal,1.673
2013-11-01,2013,2008-2025,commercial,geothermal,1.619
2013-11-01,2013,2008-2025,industrial,geothermal,0.345
2013-11-01,2013,2008-2025,electric power,geothermal,4.198
2013-11-01,2013,2008-2025,residential,geothermal,3.255
2013-12-01,2013,2008-2025,electric power,geothermal,4.659
2013-12-01,2013,2008-2025,industrial,geothermal,0.357
2013-12-01,2013,2008-2025,residential,geothermal,3.363
2013-12-01,2013,2008-2025,commercial,geothermal,1.673
2014-01-01,2014,2008-2025,electric power,geothermal,4.623
2014-01-01,2014,2008-2025,industrial,geothermal,0.357
2014-01-01,2014,2008-2025,residential,geothermal,3.363
2014-01-01,2014,2008-2025,commercial,geothermal,1.673
2014-02-01,2014,2008-2025,electric power,geothermal,4.115
2014-02-01,2014,2008-2025,residential,geothermal,3.038
2014-02-01,2014,2008-2025,industrial,geothermal,0.322
2014-02-01,2014,2008-2025,commercial,geothermal,1.511
2014-03-01,2014,2008-2025,electric power,geothermal,4.564
2014-03-01,2014,2008-2025,residential,geothermal,3.363
2014-03-01,2014,2008-2025,commercial,geothermal,1.673
2014-03-01,2014,2008-2025,industrial,geothermal,0.357
2014-04-01,2014,2008-2025,commercial,geothermal,1.619
2014-04-01,2014,2008-2025,electric power,geothermal,4.482
2014-04-01,2014,2008-2025,residential,geothermal,3.255
2014-04-01,2014,2008-2025,industrial,geothermal,0.345
2014-05-01,2014,2008-2025,residential,geothermal,3.363
2014-05-01,2014,2008-2025,industrial,geothermal,0.357
2014-05-01,2014,2008-2025,electric power,geothermal,4.546
2014-05-01,2014,2008-2025,commercial,geothermal,1.673
2014-06-01,2014,2008-2025,electric power,geothermal,4.413
2014-06-01,2014,2008-2025,commercial,geothermal,1.619
2014-06-01,2014,2008-2025,industrial,geothermal,0.345
2014-06-01,2014,2008-2025,residential,geothermal,3.255
2014-07-01,2014,2008-2025,residential,geothermal,3.363
2014-07-01,2014,2008-2025,industrial,geothermal,0.357
2014-07-01,2014,2008-2025,commercial,geothermal,1.673
2014-07-01,2014,2008-2025,electric power,geothermal,4.502
2014-08-01,2014,2008-2025,residential,geothermal,3.363
2014-08-01,2014,2008-2025,commercial,geothermal,1.673
2014-08-01,2014,2008-2025,industrial,geothermal,0.357
2014-08-01,2014,2008-2025,electric power,geothermal,4.535
2014-09-01,2014,2008-2025,industrial,geothermal,0.345
2014-09-01,2014,2008-2025,commercial,geothermal,1.619
2014-09-01,2014,2008-2025,electric power,geothermal,4.461
2014-09-01,2014,2008-2025,residential,geothermal,3.255
2014-10-01,2014,2008-2025,electric power,geothermal,4.589
2014-10-01,2014,2008-2025,commercial,geothermal,1.673
2014-10-01,2014,2008-2025,industrial,geothermal,0.357
2014-10-01,2014,2008-2025,residential,geothermal,3.363
2014-11-01,2014,2008-2025,commercial,geothermal,1.619
2014-11-01,2014,2008-2025,electric power,geothermal,4.649
2014-11-01,2014,2008-2025,residential,geothermal,3.255
2014-11-01,2014,2008-2025,industrial,geothermal,0.345
2014-12-01,2014,2008-2025,residential,geothermal,3.363
2014-12-01,2014,2008-2025,commercial,geothermal,1.673
2014-12-01,2014,2008-2025,electric power,geothermal,4.691
2014-12-01,2014,2008-2025,industrial,geothermal,0.357
2015-01-01,2015,2008-2025,industrial,geothermal,0.357
2015-01-01,2015,2008-2025,electric power,geothermal,4.647
2015-01-01,2015,2008-2025,residential,geothermal,3.363
2015-01-01,2015,2008-2025,commercial,geothermal,1.673
2015-02-01,2015,2008-2025,industrial,geothermal,0.322
2015-02-01,2015,2008-2025,electric power,geothermal,4.299
2015-02-01,2015,2008-2025,commercial,geothermal,1.511
2015-02-01,2015,2008-2025,residential,geothermal,3.038
2015-03-01,2015,2008-2025,commercial,geothermal,1.673
2015-03-01,2015,2008-2025,industrial,geothermal,0.357
2015-03-01,2015,2008-2025,residential,geothermal,3.363
2015-03-01,2015,2008-2025,electric power,geothermal,4.756
2015-04-01,2015,2008-2025,electric power,geothermal,4.342
2015-04-01,2015,2008-2025,residential,geothermal,3.255
2015-04-01,2015,2008-2025,industrial,geothermal,0.345
2015-04-01,2015,2008-2025,commercial,geothermal,1.619
2015-05-01,2015,2008-2025,industrial,geothermal,0.357
2015-05-01,2015,2008-2025,commercial,geothermal,1.673
2015-05-01,2015,2008-2025,electric power,geothermal,4.743
2015-05-01,2015,2008-2025,residential,geothermal,3.363
2015-06-01,2015,2008-2025,commercial,geothermal,1.619
2015-06-01,2015,2008-2025,residential,geothermal,3.255
2015-06-01,2015,2008-2025,industrial,geothermal,0.345
2015-06-01,2015,2008-2025,electric power,geothermal,4.441
2015-07-01,2015,2008-2025,residential,geothermal,3.363
2015-07-01,2015,2008-2025,commercial,geothermal,1.673
2015-07-01,2015,2008-2025,industrial,geothermal,0.357
2015-07-01,2015,2008-2025,electric power,geothermal,4.629
2015-08-01,2015,2008-2025,electric power,geothermal,4.586
2015-08-01,2015,2008-2025,industrial,geothermal,0.357
2015-08-01,2015,2008-2025,residential,geothermal,3.363
2015-08-01,2015,2008-2025,commercial,geothermal,1.673
2015-09-01,2015,2008-2025,residential,geothermal,3.255
2015-09-01,2015,2008-2025,industrial,geothermal,0.345
2015-09-01,2015,2008-2025,commercial,geothermal,1.619
2015-09-01,2015,2008-2025,electric power,geothermal,4.104
2015-10-01,2015,2008-2025,commercial,geothermal,1.673
2015-10-01,2015,2008-2025,industrial,geothermal,0.357
2015-10-01,2015,2008-2025,residential,geothermal,3.363
2015-10-01,2015,2008-2025,electric power,geothermal,4.514
2015-11-01,2015,2008-2025,electric power,geothermal,4.55
2015-11-01,2015,2008-2025,industrial,geothermal,0.345
2015-11-01,2015,2008-2025,commercial,geothermal,1.619
2015-11-01,2015,2008-2025,residential,geothermal,3.255
2015-12-01,2015,2008-2025,electric power,geothermal,4.698
2015-12-01,2015,2008-2025,residential,geothermal,3.363
2015-12-01,2015,2008-2025,industrial,geothermal,0.357
2015-12-01,2015,2008-2025,commercial,geothermal,1.673
2016-01-01,2016,2008-2025,commercial,geothermal,1.669
2016-01-01,2016,2008-2025,industrial,geothermal,0.356
2016-01-01,2016,2008-2025,residential,geothermal,3.354
2016-01-01,2016,2008-2025,electric power,geothermal,4.545
2016-02-01,2016,2008-2025,commercial,geothermal,1.561
2016-02-01,2016,2008-2025,industrial,geothermal,0.333
2016-02-01,2016,2008-2025,electric power,geothermal,4.242
2016-02-01,2016,2008-2025,residential,geothermal,3.138
2016-03-01,2016,2008-2025,commercial,geothermal,1.669
2016-03-01,2016,2008-2025,residential,geothermal,3.354
2016-03-01,2016,2008-2025,industrial,geothermal,0.356
2016-03-01,2016,2008-2025,electric power,geothermal,4.487
2016-04-01,2016,2008-2025,industrial,geothermal,0.344
2016-04-01,2016,2008-2025,electric power,geothermal,4.125
2016-04-01,2016,2008-2025,residential,geothermal,3.246
2016-04-01,2016,2008-2025,commercial,geothermal,1.615
2016-05-01,2016,2008-2025,electric power,geothermal,4.578
2016-05-01,2016,2008-2025,residential,geothermal,3.354
2016-05-01,2016,2008-2025,industrial,geothermal,0.356
2016-05-01,2016,2008-2025,commercial,geothermal,1.669
2016-06-01,2016,2008-2025,residential,geothermal,3.246
2016-06-01,2016,2008-2025,industrial,geothermal,0.344
2016-06-01,2016,2008-2025,commercial,geothermal,1.615
2016-06-01,2016,2008-2025,electric power,geothermal,4.27
2016-07-01,2016,2008-2025,electric power,geothermal,4.474
2016-07-01,2016,2008-2025,residential,geothermal,3.354
2016-07-01,2016,2008-2025,commercial,geothermal,1.669
2016-07-01,2016,2008-2025,industrial,geothermal,0.356
2016-08-01,2016,2008-2025,industrial,geothermal,0.356
2016-08-01,2016,2008-2025,electric power,geothermal,4.518
2016-08-01,2016,2008-2025,residential,geothermal,3.354
2016-08-01,2016,2008-2025,commercial,geothermal,1.669
2016-09-01,2016,2008-2025,industrial,geothermal,0.344
2016-09-01,2016,2008-2025,residential,geothermal,3.246
2016-09-01,2016,2008-2025,commercial,geothermal,1.615
2016-09-01,2016,2008-2025,electric power,geothermal,4.527
2016-10-01,2016,2008-2025,commercial,geothermal,1.669
2016-10-01,2016,2008-2025,industrial,geothermal,0.356
2016-10-01,2016,2008-2025,electric power,geothermal,4.617
2016-10-01,2016,2008-2025,residential,geothermal,3.354
2016-11-01,2016,2008-2025,residential,geothermal,3.246
2016-11-01,2016,2008-2025,industrial,geothermal,0.344
2016-11-01,2016,2008-2025,electric power,geothermal,4.653
2016-11-01,2016,2008-2025,commercial,geothermal,1.615
2016-12-01,2016,2008-2025,commercial,geothermal,1.669
2016-12-01,2016,2008-2025,residential,geothermal,3.354
2016-12-01,2016,2008-2025,industrial,geothermal,0.356
2016-12-01,2016,2008-2025,electric power,geothermal,4.961
2017-01-01,2017,2008-2025,electric power,geothermal,4.801
2017-01-01,2017,2008-2025,residential,geothermal,3.363
2017-01-01,2017,2008-2025,industrial,geothermal,0.357
2017-01-01,2017,2008-2025,commercial,geothermal,1.673
2017-02-01,2017,2008-2025,residential,geothermal,3.038
2017-02-01,2017,2008-2025,electric power,geothermal,4.227
2017-02-01,2017,2008-2025,industrial,geothermal,0.322
2017-02-01,2017,2008-2025,commercial,geothermal,1.511
2017-03-01,2017,2008-2025,commercial,geothermal,1.673
2017-03-01,2017,2008-2025,residential,geothermal,3.363
2017-03-01,2017,2008-2025,industrial,geothermal,0.357
2017-03-01,2017,2008-2025,electric power,geothermal,4.733
2017-04-01,2017,2008-2025,electric power,geothermal,4.576
2017-04-01,2017,2008-2025,residential,geothermal,3.255
2017-04-01,2017,2008-2025,industrial,geothermal,0.345
2017-04-01,2017,2008-2025,commercial,geothermal,1.619
2017-05-01,2017,2008-2025,electric power,geothermal,4.442
2017-05-01,2017,2008-2025,industrial,geothermal,0.357
2017-05-01,2017,2008-2025,commercial,geothermal,1.673
2017-05-01,2017,2008-2025,residential,geothermal,3.363
2017-06-01,2017,2008-2025,commercial,geothermal,1.619
2017-06-01,2017,2008-2025,electric power,geothermal,4.38
2017-06-01,2017,2008-2025,industrial,geothermal,0.345
2017-06-01,2017,2008-2025,residential,geothermal,3.255
2017-07-01,2017,2008-2025,industrial,geothermal,0.357
2017-07-01,2017,2008-2025,residential,geothermal,3.363
2017-07-01,2017,2008-2025,commercial,geothermal,1.673
2017-07-01,2017,2008-2025,electric power,geothermal,4.684
2017-08-01,2017,2008-2025,electric power,geothermal,4.651
2017-08-01,2017,2008-2025,residential,geothermal,3.363
2017-08-01,2017,2008-2025,commercial,geothermal,1.673
2017-08-01,2017,2008-2025,industrial,geothermal,0.357
2017-09-01,2017,2008-2025,residential,geothermal,3.255
2017-09-01,2017,2008-2025,electric power,geothermal,4.543
2017-09-01,2017,2008-2025,commercial,geothermal,1.619
2017-09-01,2017,2008-2025,industrial,geothermal,0.345
2017-10-01,2017,2008-2025,residential,geothermal,3.363
2017-10-01,2017,2008-2025,electric power,geothermal,4.143
2017-10-01,2017,2008-2025,industrial,geothermal,0.357
2017-10-01,2017,2008-2025,commercial,geothermal,1.673
2017-11-01,2017,2008-2025,industrial,geothermal,0.345
2017-11-01,2017,2008-2025,residential,geothermal,3.255
2017-11-01,2017,2008-2025,electric power,geothermal,4.452
2017-11-01,2017,2008-2025,commercial,geothermal,1.619
2017-12-01,2017,2008-2025,commercial,geothermal,1.673
2017-12-01,2017,2008-2025,industrial,geothermal,0.357
2017-12-01,2017,2008-2025,electric power,geothermal,4.712
2017-12-01,2017,2008-2025,residential,geothermal,3.363
2018-01-01,2018,2008-2025,commercial,geothermal,1.673
2018-01-01,2018,2008-2025,electric power,geothermal,4.577
2018-01-01,2018,2008-2025,residential,geothermal,3.363
2018-01-01,2018,2008-2025,industrial,geothermal,0.357
2018-02-01,2018,2008-2025,electric power,geothermal,4.347
2018-02-01,2018,2008-2025,industrial,geothermal,0.322
